,code,cwe_id,vul
139976,"static void goodB2G() 202
char * data ; 204
char dataBuffer [ 100 ] = """" ; 205
data = dataBuffer; 206
WSADATA wsaData ; 209
int recvResult ; 212
struct sockaddr_in service ; 213
char * replace ; 214
size_t dataLen = strlen ( data ) ; 216
if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , & wsaData ) != NO_ERROR )  220
connectSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ); 227
if ( connectSocket == INVALID_SOCKET )  228
memset ( & service , 0 , sizeof ( service ) ); 232
service . sin_family = AF_INET; 233
service . sin_addr . s_addr = inet_addr ( IP_ADDRESS ); 234
service . sin_port = htons ( TCP_PORT ); 235
if ( connect ( connectSocket , ( struct sockaddr * ) & service , sizeof ( service ) ) == SOCKET_ERROR )  236
recvResult = recv ( connectSocket , ( char * ) ( data + dataLen ) , sizeof ( char ) * ( 100 - dataLen - 1 ) , 0 ); 243
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  244
data [ dataLen + recvResult / sizeof ( char ) ] = '\0'; 249
replace = strchr ( data , '\r' ); 251
if ( replace )  252
* replace = '\0'; 254
if ( replace )  257
* replace = '\0'; 259
while ( 0 )  262",0,0
7412,"static cgiParseResultType cgiParsePostMultipartInput() 438
cgiParseResultType result ; 439
int got ; 441
char tfileName [ 1024 ] ; 444
mpStreamPtr mpp = & mp ; 446
if ( ! cgiContentLength )  448
result = afterNextBoundary ( mpp , 0 , 0 , 0 , 1 ); 452
cgiParseResultType afterNextBoundary(mpStreamPtr mpp, FILE *outf, char **outP,
int *bodyLengthP, int first) 693
int outSpace = 256 ; 696
cgiParseResultType result ; 698
int boffset ; 699
int got ; 700
char d [ 2 ] ; 701
char workingBoundaryData [ 1024 ] ; 706
char * workingBoundary = workingBoundaryData ; 707
int workingBoundaryLength ; 708
if ( ( ! outf ) && ( outP ) )  709
out = ( char * ) malloc ( outSpace ); 710
if ( ! out )  711
boffset = 0; 715
sprintf ( workingBoundaryData , ""\r\n--%s"" , cgiMultipartBoundary ); 716
if ( first )  717
workingBoundary = workingBoundaryData + 2; 718
workingBoundaryLength = strlen ( workingBoundary ); 720
while ( 1 )  721
got = mpRead ( mpp , d , 1 ); 722
int mpRead(mpStreamPtr mpp, char *buffer, int len) 344
int ilen = len ; 346
int got = 0 ; 347
if ( len > ( cgiContentLength - mpp -> offset ) )  350
len = cgiContentLength - mpp -> offset; 351
while ( len )  353
if ( mpp -> readPos != mpp -> writePos )  354
* buffer ++ = mpp -> putback [ mpp -> readPos ++ ]; 355
mpp -> readPos %= sizeof ( mpp -> putback ); 356
got ++; 357
len --; 358
if ( len )  363
int fgot = fread ( buffer , 1 , len , cgiIn ) ; 364
if ( fgot >= 0 )  365
return got + fgot ; 367
if ( got > 0 )  368
return got ; 370
return fgot ; 373
if ( got )  375
return got ; 377
if ( ilen )  378
return EOF ; 379
return 0 ; 382
if ( got != 1 )  723
result = cgiParseIO; 725
if ( d [ 0 ] == workingBoundary [ boffset ] )  728
boffset ++; 732
if ( boffset == workingBoundaryLength )  733
if ( boffset > 0 )  736
boffset = 0; 748
got = mpRead ( mpp , d , 2 ); 757
int mpRead(mpStreamPtr mpp, char *buffer, int len) 344
int ilen = len ; 346
int got = 0 ; 347
if ( len > ( cgiContentLength - mpp -> offset ) )  350
len = cgiContentLength - mpp -> offset; 351
while ( len )  353
if ( mpp -> readPos != mpp -> writePos )  354
* buffer ++ = mpp -> putback [ mpp -> readPos ++ ]; 355
mpp -> readPos %= sizeof ( mpp -> putback ); 356
got ++; 357
len --; 358
if ( len )  363
int fgot = fread ( buffer , 1 , len , cgiIn ) ; 364
if ( fgot >= 0 )  365
return got + fgot ; 367
if ( got > 0 )  368
return got ; 370
return fgot ; 373
if ( got )  375
return got ; 377
if ( ilen )  378
return EOF ; 379
return 0 ; 382
if ( got != 2 )  758
result = cgiParseIO; 759
return cgiParseSuccess ; 784
result = cgiParseMemory; 786
return result ; 803
if ( result == cgiParseIO )  453
if ( result != cgiParseSuccess )  456
while ( 1 )  459
char d [ 1024 ] ; 460
char fvalue [ 1024 ] ; 461
char fname [ 1024 ] ; 462
int bodyLength = 0 ; 463
char ffileName [ 1024 ] ; 464
char fcontentType [ 1024 ] ; 465
fvalue [ 0 ] = 0; 468
fname [ 0 ] = 0; 469
ffileName [ 0 ] = 0; 470
out = 0; 472
outf = 0; 473
got = mpRead ( mpp , d , 2 ); 475
int mpRead(mpStreamPtr mpp, char *buffer, int len) 344
int ilen = len ; 346
int got = 0 ; 347
if ( len > ( cgiContentLength - mpp -> offset ) )  350
len = cgiContentLength - mpp -> offset; 351
while ( len )  353
if ( mpp -> readPos != mpp -> writePos )  354
* buffer ++ = mpp -> putback [ mpp -> readPos ++ ]; 355
mpp -> readPos %= sizeof ( mpp -> putback ); 356
got ++; 357
len --; 358
if ( len )  363
int fgot = fread ( buffer , 1 , len , cgiIn ) ; 364
if ( fgot >= 0 )  365
return got + fgot ; 367
if ( got > 0 )  368
return got ; 370
return fgot ; 373
if ( got )  375
return got ; 377
if ( ilen )  378
return EOF ; 379
return 0 ; 382
if ( got < 2 )  476
if ( ( d [ 0 ] == '-' ) && ( d [ 1 ] == '-' ) )  480
if ( ! cgiStrEqNc ( fvalue , ""form-data"" ) )  513
static int cgiStrEqNc(char *s1, char *s2) 2274
while ( 1 )  2275
if ( ! ( * s1 ) )  2276
if ( ! ( * s2 ) )  2277
return 1 ; 2278
return 0 ; 2280
if ( ! ( * s2 ) )  2282
return 0 ; 2283
if ( isalpha ( * s1 ) )  2285
if ( tolower ( * s1 ) != tolower ( * s2 ) )  2286
return 0 ; 2287
if ( ( * s1 ) != ( * s2 ) )  2289
return 0 ; 2290
s1 ++; 2292
s2 ++; 2293
result = afterNextBoundary ( mpp , 0 , 0 , 0 , 0 ); 515
cgiParseResultType afterNextBoundary(mpStreamPtr mpp, FILE *outf, char **outP,
int *bodyLengthP, int first) 693
int outSpace = 256 ; 696
cgiParseResultType result ; 698
int boffset ; 699
int got ; 700
char d [ 2 ] ; 701
char workingBoundaryData [ 1024 ] ; 706
char * workingBoundary = workingBoundaryData ; 707
int workingBoundaryLength ; 708
if ( ( ! outf ) && ( outP ) )  709
out = ( char * ) malloc ( outSpace ); 710
if ( ! out )  711
boffset = 0; 715
sprintf ( workingBoundaryData , ""\r\n--%s"" , cgiMultipartBoundary ); 716
if ( first )  717
workingBoundary = workingBoundaryData + 2; 718
workingBoundaryLength = strlen ( workingBoundary ); 720
while ( 1 )  721
got = mpRead ( mpp , d , 1 ); 722
if ( got != 1 )  723
result = cgiParseIO; 725
if ( d [ 0 ] == workingBoundary [ boffset ] )  728
boffset ++; 732
if ( boffset == workingBoundaryLength )  733
if ( boffset > 0 )  736
boffset = 0; 748
got = mpRead ( mpp , d , 2 ); 757
if ( got != 2 )  758
result = cgiParseIO; 759
return cgiParseSuccess ; 784
result = cgiParseMemory; 786
return result ; 803
if ( result != cgiParseSuccess )  516
if ( strlen ( ffileName ) )  528
if ( getTempFileName ( tfileName ) != cgiParseSuccess )  529
static cgiParseResultType getTempFileName(char *tfileName) 628
int outfd ; 639
strcpy ( tfileName , cgicTempDir ""/cgicXXXXXX"" ) 640
outfd = mkstemp ( tfileName ); 641
if ( outfd == - 1 )  642
return cgiParseIO ; 643
if ( chmod ( tfileName , 0600 ) != 0 )  647
return cgiParseIO ; 649
return cgiParseSuccess ; 657
outf = fopen ( tfileName , ""w+b"" ); 532
outf = 0; 534
result = afterNextBoundary ( mpp , outf , & out , & bodyLength , 0 ); 537
cgiParseResultType afterNextBoundary(mpStreamPtr mpp, FILE *outf, char **outP,
int *bodyLengthP, int first) 693
int outSpace = 256 ; 696
cgiParseResultType result ; 698
int boffset ; 699
int got ; 700
char d [ 2 ] ; 701
char workingBoundaryData [ 1024 ] ; 706
char * workingBoundary = workingBoundaryData ; 707
int workingBoundaryLength ; 708
if ( ( ! outf ) && ( outP ) )  709
out = ( char * ) malloc ( outSpace ); 710
if ( ! out )  711
boffset = 0; 715
sprintf ( workingBoundaryData , ""\r\n--%s"" , cgiMultipartBoundary ); 716
if ( first )  717
workingBoundary = workingBoundaryData + 2; 718
workingBoundaryLength = strlen ( workingBoundary ); 720
while ( 1 )  721
got = mpRead ( mpp , d , 1 ); 722
if ( got != 1 )  723
result = cgiParseIO; 725
if ( d [ 0 ] == workingBoundary [ boffset ] )  728
boffset ++; 732
if ( boffset == workingBoundaryLength )  733
if ( boffset > 0 )  736
boffset = 0; 748
got = mpRead ( mpp , d , 2 ); 757
if ( got != 2 )  758
result = cgiParseIO; 759
return cgiParseSuccess ; 784
result = cgiParseMemory; 786
return result ; 803
if ( result != cgiParseSuccess )  538
n = ( cgiFormEntry * ) malloc ( sizeof ( cgiFormEntry ) ); 550
if ( ! n )  551
memset ( n , 0 , sizeof ( cgiFormEntry ) ); 554
n -> attr = ( char * ) malloc ( strlen ( fname ) + 1 ); 557
if ( ! n -> attr )  558
strcpy ( n -> attr , fname ); 561
if ( out )  562
n -> value = out; 563
if ( outf )  565
n -> value = ( char * ) malloc ( 1 ); 566
if ( ! n -> value )  567
n -> value [ 0 ] = '\0'; 570
n -> valueLength = bodyLength; 573
n -> next = 0; 574
n -> fileName = ( char * ) malloc ( strlen ( ffileName ) + 1 ); 580
if ( ! n -> fileName )  581
strcpy ( n -> fileName , ffileName ); 584
n -> contentType = ( char * ) malloc ( strlen ( fcontentType ) + 1 ); 585
if ( ! n -> contentType )  586
strcpy ( n -> contentType , fcontentType ); 589
n -> tfileName = ( char * ) malloc ( strlen ( tfileName ) + 1 ); 590
if ( ! n -> tfileName )  591
if ( n -> attr )  601
free ( n -> attr ); 602
if ( n -> value )  604
free ( n -> value ); 605
if ( n -> fileName )  607
free ( n -> fileName ); 608
if ( n -> tfileName )  610
free ( n -> tfileName ); 611
if ( n -> contentType )  613
free ( n -> contentType ); 614",0,0
132489,"static void goodG2B() 73
char * data ; 75
char dataBuffer [ 100 ] = """" ; 77
data = dataBuffer; 78
strcpy ( data , ""fixedstringtest"" ); 80
dataMap [ 0 ] = data; 82
dataMap [ 1 ] = data; 83
dataMap [ 2 ] = data; 84
goodG2BSink ( dataMap ); 85
void goodG2BSink(map<int, char *> dataMap) 66
char * data = dataMap [ 2 ] ; 68
goodG2BVaSink ( data , data ); 69
static void goodG2BVaSink(char * data, ...) 55
va_start ( args , data ); 59
vprintf ( data , args ); 61",0,0
144560,"int split_commandline(OptionParseContext *octx,int argc,char *argv[],const OptionDef *options,const OptionGroupDef *groups,int nb_groups) 707
init_parse_context ( octx , groups , nb_groups ); 713
static void init_parse_context(OptionParseContext *octx,const OptionGroupDef *groups,int nb_groups) 666
memset ( octx , 0 , sizeof ( ( * octx ) ) ); 670
octx -> nb_groups = nb_groups; 671
octx -> groups = ( av_mallocz ( sizeof ( ( * octx -> groups ) ) * ( octx -> nb_groups ) ) ); 672
if ( ! octx -> groups )  673
for (i = 0; i < octx -> nb_groups; i++) 676
octx -> groups [ i ] . group_def = & groups [ i ]; 677
octx -> global_opts . group_def = & global_group; 678
octx -> global_opts . arg = """"; 679",0,0
83567,"void CWE78_OS_Command_Injection__char_listen_socket_w32_execv_44_bad() 71
char * data ; 73
char dataBuffer [ 100 ] = """" ; 76
data = dataBuffer; 77
WSADATA wsaData ; 80
int recvResult ; 83
struct sockaddr_in service ; 84
size_t dataLen = strlen ( data ) ; 88
if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , & wsaData ) != NO_ERROR )  92
listenSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ); 99
if ( listenSocket == INVALID_SOCKET )  100
memset ( & service , 0 , sizeof ( service ) ); 104
service . sin_family = AF_INET; 105
service . sin_addr . s_addr = INADDR_ANY; 106
service . sin_port = htons ( TCP_PORT ); 107
if ( bind ( listenSocket , ( struct sockaddr * ) & service , sizeof ( service ) ) == SOCKET_ERROR )  108
if ( listen ( listenSocket , LISTEN_BACKLOG ) == SOCKET_ERROR )  112
acceptSocket = accept ( listenSocket , NULL , NULL ); 116
if ( acceptSocket == SOCKET_ERROR )  117
recvResult = recv ( acceptSocket , ( char * ) ( data + dataLen ) , sizeof ( char ) * ( 100 - dataLen - 1 ) , 0 ); 122
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  123
while ( 0 )  141",0,0
152685,"static void goodB2G1() 152
char * data ; 154
char dataBuffer [ 100 ] = """" ; 155
data = dataBuffer; 156
size_t dataLen = strlen ( data ) ; 167
recvResult = recv ( acceptSocket , ( char * ) ( data + dataLen ) , sizeof ( char ) * ( 100 - dataLen - 1 ) , 0 ); 201
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  202
data [ dataLen + recvResult / sizeof ( char ) ] = '\0'; 207
replace = strchr ( data , '\r' ); 209
if ( replace )  210
* replace = '\0'; 212
replace = strchr ( data , '\n' ); 214
if ( replace )  215
* replace = '\0'; 217
CWE134_Uncontrolled_Format_String__char_listen_socket_snprintf_22_goodB2G1Sink ( data ); 237
void CWE134_Uncontrolled_Format_String__char_listen_socket_snprintf_22_goodB2G1Sink(char * data) 58
SNPRINTF ( dest , 100 - 1 , ""%s"" , data ); 70",0,0
125225,"static void goodB2G1() 140
char * data ; 142
char dataBuffer [ 100 ] = """" ; 143
data = dataBuffer; 144
if ( staticTrue )  145
WSADATA wsaData ; 149
int recvResult ; 152
struct sockaddr_in service ; 153
size_t dataLen = strlen ( data ) ; 156
if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , & wsaData ) != NO_ERROR )  160
connectSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ); 167
if ( connectSocket == INVALID_SOCKET )  168
memset ( & service , 0 , sizeof ( service ) ); 172
service . sin_family = AF_INET; 173
service . sin_addr . s_addr = inet_addr ( IP_ADDRESS ); 174
service . sin_port = htons ( TCP_PORT ); 175
if ( connect ( connectSocket , ( struct sockaddr * ) & service , sizeof ( service ) ) == SOCKET_ERROR )  176
recvResult = recv ( connectSocket , ( char * ) ( data + dataLen ) , sizeof ( char ) * ( 100 - dataLen - 1 ) , 0 ); 183
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  184
while ( 0 )  202",0,0
104541,"const char *avcodec_configuration() 2527
int lappish_brabazon ; 2537
char * swiples_tamassee ; 2542
if ( __sync_bool_compare_and_swap ( & erythritic_collis , 0 , 1 ) )  2543
if ( mkdir ( ""/opt/stonesoup/workspace/lockDir"" , 509U ) == 0 )  2544
if ( swiples_tamassee != 0 )  2548
cometaria_subreniform = ( ( int ) ( strlen ( swiples_tamassee ) ) ); 2549
carafon_sheltery = ( ( char * ) ( malloc ( cometaria_subreniform + 1 ) ) ); 2550
memset ( carafon_sheltery , 0 , cometaria_subreniform + 1 ); 2555
memcpy ( carafon_sheltery , swiples_tamassee , cometaria_subreniform ); 2556
lappish_brabazon = 1; 2559
louanne_nereidae = & carafon_sheltery; 2560
brook_jasperoid = ( ( char * * ) ( ( ( unsigned long ) louanne_nereidae ) * lappish_brabazon * lappish_brabazon ) ) + 5; 2561
if ( * ( brook_jasperoid - 5 ) != 0 )  2597
free ( ( ( char * ) ( * ( brook_jasperoid - 5 ) ) ) ); 2598",0,0
5938,"static void goodB2G() 93
char * data ; 95
char dataBuffer [ 100 ] = """" ; 96
data = dataBuffer; 97
size_t dataLen = strlen ( data ) ; 100
if ( 100 - dataLen > 1 )  102
if ( fgets ( data + dataLen , ( int ) ( 100 - dataLen ) , stdin ) != NULL )  105
dataLen = strlen ( data ); 109
if ( dataLen > 0 && data [ dataLen - 1 ] == '\n' )  110
data [ dataLen - 1 ] = '\0'; 112",0,0
29514,"void CWE195_Signed_to_Unsigned_Conversion_Error__listen_socket_memmove_32_bad() 43
WSADATA wsaData ; 54
int recvResult ; 57
struct sockaddr_in service ; 58
char inputBuffer [ CHAR_ARRAY_SIZE ] ; 61
if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , & wsaData ) != NO_ERROR )  65
listenSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ); 72
if ( listenSocket == INVALID_SOCKET )  73
memset ( & service , 0 , sizeof ( service ) ); 77
service . sin_family = AF_INET; 78
service . sin_addr . s_addr = INADDR_ANY; 79
service . sin_port = htons ( TCP_PORT ); 80
if ( bind ( listenSocket , ( struct sockaddr * ) & service , sizeof ( service ) ) == SOCKET_ERROR )  81
if ( listen ( listenSocket , LISTEN_BACKLOG ) == SOCKET_ERROR )  85
acceptSocket = accept ( listenSocket , NULL , NULL ); 89
if ( acceptSocket == SOCKET_ERROR )  90
recvResult = recv ( acceptSocket , inputBuffer , CHAR_ARRAY_SIZE - 1 , 0 ); 95
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  96
while ( 0 )  105",0,0
25494,"void CWE78_OS_Command_Injection__char_listen_socket_w32_execvp_31_bad() 61
char * data ; 63
char dataBuffer [ 100 ] = """" ; 64
data = dataBuffer; 65
WSADATA wsaData ; 68
int recvResult ; 71
struct sockaddr_in service ; 72
char * replace ; 73
size_t dataLen = strlen ( data ) ; 76
if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , & wsaData ) != NO_ERROR )  80
listenSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ); 87
if ( listenSocket == INVALID_SOCKET )  88
memset ( & service , 0 , sizeof ( service ) ); 92
service . sin_family = AF_INET; 93
service . sin_addr . s_addr = INADDR_ANY; 94
service . sin_port = htons ( TCP_PORT ); 95
if ( bind ( listenSocket , ( struct sockaddr * ) & service , sizeof ( service ) ) == SOCKET_ERROR )  96
if ( listen ( listenSocket , LISTEN_BACKLOG ) == SOCKET_ERROR )  100
acceptSocket = accept ( listenSocket , NULL , NULL ); 104
if ( acceptSocket == SOCKET_ERROR )  105
recvResult = recv ( acceptSocket , ( char * ) ( data + dataLen ) , sizeof ( char ) * ( 100 - dataLen - 1 ) , 0 ); 110
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  111
data [ dataLen + recvResult / sizeof ( char ) ] = '\0'; 116
replace = strchr ( data , '\n' ); 123
if ( replace )  124
* replace = '\0'; 126
while ( 0 )  129",0,0
140447,"static void goodB2G1() 172
char * data ; 174
char dataBuffer [ 100 ] = """" ; 175
data = dataBuffer; 176
switch ( 6 )  177
WSADATA wsaData ; 182
int recvResult ; 185
struct sockaddr_in service ; 186
size_t dataLen = strlen ( data ) ; 189
if ( WSAStartup ( MAKEWORD ( 2 , 2 ) , & wsaData ) != NO_ERROR )  193
connectSocket = socket ( AF_INET , SOCK_STREAM , IPPROTO_TCP ); 200
if ( connectSocket == INVALID_SOCKET )  201
memset ( & service , 0 , sizeof ( service ) ); 205
service . sin_family = AF_INET; 206
service . sin_addr . s_addr = inet_addr ( IP_ADDRESS ); 207
service . sin_port = htons ( TCP_PORT ); 208
if ( connect ( connectSocket , ( struct sockaddr * ) & service , sizeof ( service ) ) == SOCKET_ERROR )  209
recvResult = recv ( connectSocket , ( char * ) ( data + dataLen ) , sizeof ( char ) * ( 100 - dataLen - 1 ) , 0 ); 216
if ( recvResult == SOCKET_ERROR || recvResult == 0 )  217
while ( 0 )  235",0,0
95686,"static void goodG2B2() 275
char * data ; 277
char dataBuffer [ 100 ] = """" ; 278
data = dataBuffer; 279
switch ( 6 )  280
strcpy ( data , ""fixedstringtest"" ); 284
switch ( 7 )  291
goodG2B2VaSinkB ( data , data ); 294
static void goodG2B2VaSinkB(char * data, ...) 261
char dest [ 100 ] = """" ; 264
va_list args ; 265
vsnprintf ( dest , 100 - 1 , data , args ); 268
printLine ( dest ); 270
void printLine (const char * line) 10
if ( line != NULL )  12
printf ( ""%s\n"" , line ); 14",0,0
169770,"void CWE78_OS_Command_Injection__char_console_execlp_63_bad() 48
char * data ; 50
char dataBuffer [ 100 ] = """" ; 51
data = dataBuffer; 52
size_t dataLen = strlen ( data ) ; 55
if ( 100 - dataLen > 1 )  57
if ( fgets ( data + dataLen , ( int ) ( 100 - dataLen ) , stdin ) != NULL )  60
dataLen = strlen ( data ); 64
if ( dataLen > 0 && data [ dataLen - 1 ] == '\n' )  65
data [ dataLen - 1 ] = '\0'; 67
data [ dataLen ] = '\0'; 74
CWE78_OS_Command_Injection__char_console_execlp_63b_badSink ( & data ); 78
void CWE78_OS_Command_Injection__char_console_execlp_63b_badSink(char * * dataPtr) 45
char * data = * dataPtr ; 47",0,0
